num,dataset,variable group,Variable Type (SAS),core,variable,label,whereClause,dataType,length,fractionDigits,sasFieldName,codeList,displayFormat,role,mandatory,comment,method,methodName,note,lengthAsData,lengthAsCodeList,originType,originDescription,crfPages,VARIABLE_CODELIST
2,ADWGHBMI,Identifier Variables for BDS Datasets,Char,Req,USUBJID,Unique Subject Identifier,,text,18,,USUBJID,,,,Yes,,,,,,,Predecessor,ADSL.USUBJID,,
3,ADWGHBMI,ADSL Identifier Variables,Char,Req,SUBJID,Subject Identifier for the Study,,text,3,,SUBJID,,,,No,,,,,,,Predecessor,ADSL.SUBJID,,
4,ADWGHBMI,Identifier Variables for BDS Datasets,Char,Perm,SITEID,Study Site Identifier,,text,2,,SITEID,Study Site Identifier,,,No,,,,,,,Predecessor,ADSL.SITEID,,
5,ADWGHBMI,ADSL Subject Demographics Variables,Num,Req,AGE,Age,,integer,2,,AGE,,,,No,,,,,,,Predecessor,ADSL.AGE,,
6,ADWGHBMI,ADSL Subject Demographics Variables,Char,Req,AGEU,Age Units,,text,5,,AGEU,Age Units,,,No,,,,,,,Predecessor,ADSL.AGEU,,YEARS
7,ADWGHBMI,ADSL Subject Demographics Variables,Char,Req,SEX,Sex,,text,1,,SEX,Sex,,,No,,,,,,,Predecessor,ADSL.SEX,,M@F
8,ADWGHBMI,ADSL Subject Demographics Variables,Char,Req,RACE,Race,,text,41,,RACE,Race,,,No,,,,,,,Predecessor,ADSL.RACE,,WHITE@OTHER@BLACK OR AFRICAN AMERICAN@ASIAN
9,ADWGHBMI,ADSL Population Indicator Variables,Char,Cond,SAFFL,Safety Population Flag,,text,1,,SAFFL,No Yes Response - N/Y,,,Yes,,,,,,,Predecessor,ADSL.SAFFL,,Y@N
10,ADWGHBMI,ADSL Population Indicator Variables (Sponsor-Defined),Char,,PKFL,Pharmacokinetic Analysis Population Flag,,text,1,,PKFL,No Yes Response - N/Y,,,No,,,,,,,Predecessor,ADSL.PKFL,,Y
11,ADWGHBMI,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSDT,Date of First Exposure to Treatment,,integer,5,,TRTSDT,,YYMMDD10.,,No,,,,,,,Predecessor,ADSL.TRTSDT,,
12,ADWGHBMI,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSTM,Time of First Exposure to Treatment,,integer,5,,TRTSTM,,TIME5.,,No,,,,,,,Predecessor,ADSL.TRTSTM,,
13,ADWGHBMI,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSDTM,Datetime of First Exposure to Treatment,,integer,10,,TRTSDTM,,E8601DT16.,,No,,,,,,,Predecessor,ADSL.TRTSDTM,,
14,ADWGHBMI,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTEDT,Date of Last Exposure to Treatment,,integer,5,,TRTEDT,,YYMMDD10.,,No,,,,,,,Predecessor,ADSL.TRTEDT,,
15,ADWGHBMI,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTETM,Time of Last Exposure to Treatment,,integer,5,,TRTETM,,TIME5.,,No,,,,,,,Predecessor,ADSL.TRTETM,,
16,ADWGHBMI,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTEDTM,Datetime of Last Exposure to Treatment,,integer,10,,TRTEDTM,,E8601DT16.,,No,,,,,,,Predecessor,ADSL.TRTEDTM,,
17,ADWGHBMI,Record-Level Treatment Variables for BDS Datasets ,Char,Cond,TRTP,Planned Treatment,,text,30,,TRTP,Planned/Actual Treatment ,,,No,,,,,,,Predecessor,ADSL.TRT01P,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@100 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
18,ADWGHBMI,Record-Level Treatment Variables for BDS Datasets (Sponsor-Defined),Char,,TRTPG1,Planned Pooled Treatment 1,,text,8,,TRTPG1,Planned/Actual Pooled Treatment,,,No,,,,,,,Predecessor,ADSL.TRT01PG1,,MEDI0618@Placebo
19,ADWGHBMI,Record-Level Treatment Variables for BDS Datasets ,Char,,TRTA,Actual Treatment,,text,30,,TRTA,Planned/Actual Treatment ,,,No,,,,,,,Predecessor,ADSL.TRT01A,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@80 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
20,ADWGHBMI,Record-Level Treatment Variables for BDS Datasets (Sponsor-Defined),Char,,TRTAG1,Actual Pooled Treatment 1,,text,8,,TRTAG1,Planned/Actual Pooled Treatment,,,No,,,,,,,Predecessor,ADSL.TRT01AG1,,MEDI0618@Placebo
21,ADWGHBMI,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORT,Cohort ,,text,23,,COHORT,Cohort,,,No,,,,,,,Predecessor,ADSL.COHORT,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5 (INTRAVENOUS)@COHORT 6 (INTRAVENOUS)@COHORT 7 (INTRAVENOUS)@COHORT 8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)
22,ADWGHBMI,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG1,Pooled Cohort Group 1,,text,24,,COHORTG1,Pooled Cohort Group 1,,,No,,,,,,,Predecessor,ADSL.COHORTG1,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5-8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)
23,ADWGHBMI,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG2,Pooled Cohort Group 2,,text,24,,COHORTG2,Pooled Cohort Group 2,,,No,,,,,,,Predecessor,ADSL.COHORTG2,,COHORT 1-8 (INTRAVENOUS)
24,ADWGHBMI,Sponsor-defined,Char,,ADAPOSFL,ADA Positive at any Visit,,text,1,,ADAPOSFL,No Yes Response - N/Y,,,No,,,,,,,Predecessor,ADSL.ADAPOSFL,,N@Y
25,ADWGHBMI,Sponsor-defined,Num,,HEIGHTBL,Baseline Height (cm),,integer,3,,HEIGHTBL,,,,No,,,,,TRUE,,Predecessor,ADSL.HEIGHTBL,,
26,ADWGHBMI,Identifier Variables for BDS Datasets,Num,Perm,ASEQ,Analysis Sequence Number,,integer,3,,ASEQ,,,,No,,,,,,,Assigned,,,
28,ADWGHBMI,Timing Variables for BDS Datasets,Num,Perm,ADT,Analysis Date,,integer,5,,ADT,,YYMMDD10.,,No,,Date part of VS.VSDTC converted to numeric SAS date,MT.ADVS.ADT,,,,Derived,,,
29,ADWGHBMI,Timing Variables for BDS Datasets,Num,Perm,ATM,Analysis Time,,integer,5,,ATM,,TIME5.,,No,,Time part of VS.VSDTC converted to numeric SAS time,MT.ADVS.ATM,,,,Derived,,,
30,ADWGHBMI,Timing Variables for BDS Datasets,Num,Perm,ADTM,Analysis Datetime,,integer,10,,ADTM,,E8601DT16.,,No,,VS.VSDTC converted to numeric SAS date,MT.ADVS.ADTM,,,,Derived,,,
31,ADWGHBMI,Timing Variables for BDS Datasets,Num,Perm,ADY,Analysis Relative Day ,,integer,3,,ADY,,,,No,,If ADT >= TRTSDT then ADY = ADT - TRTSDT + 1. Else if ADT<TRTSDT then ADY = ADT - TRTSDT,MT.ADVS.ADY,,,,Derived,,,
43,ADWGHBMI,Timing Variables for BDS Datasets,Char,Cond,AVISIT,Analysis Visit ,,text,8,,AVISIT,Analysis Visit - ADWGHBMI,,,No,,"If ADTM <= TRTSDTM then AVISIT = ""Baseline"". Else if VS.VISIT=""TREATMENT"" then AVISIT = ""Treatment"". Else AVISIT = ""DAY XX"" with XX being the prescribed study day of VS.VISIT",MT.ADVS.AVISIT,,,,Derived,,,Day 8@Treatment@Baseline@Day 15@Day 29@Day 22@Day 57@Day 43@Day 85@Day 71@Early termination@Post-Baseline Maximum@Unscheduled 2.01
44,ADWGHBMI,Timing Variables for BDS Datasets,Num,Perm,AVISITN,Analysis Visit (N),,integer,2,,AVISITN,Analysis Visit (N) - ADWGHBMI,,,No,,Numeric code for AVISITN,,,,,Assigned,,,
45,ADWGHBMI,Analysis Parameter Variables for BDS Datasets,Char,Req,PARAM,Parameter ,,text,23,,PARAM,Analaysis Parameter - ADWGHBMI,,,Yes,,,,,,,Assigned,,,Diastolic Blood Pressure (mmHg)@Pulse Rate (beats/min)@Respiratory Rate (breaths/min)@Systolic Blood Pressure (mmHg)@Temperature (C)
46,ADWGHBMI,Analysis Parameter Variables for BDS Datasets,Char,Req,PARAMCD,Parameter Code,,text,6,,PARAMCD,Analysis Parameter Code - ADWGHBMI,,,Yes,,,,,,,Assigned,,,DIABP@PULSE@RESP@SYSBP@TEMP
47,ADWGHBMI,Analysis Parameter Variables for BDS Datasets,Char,Perm,PARAMTYP,Parameter Type,,text,7,,PARAMTYP,Parameter Type,,,No,,,,,,,,,,DERIVED
107,ADWGHBMI,Analysis Parameter Variables for BDS Datasets,Num,Cond,AVAL,Analysis Value,,float,12,10,AVAL,,5.1,,No,,,,,,,Predecessor,VS.VSSTRESN,,
108,ADWGHBMI,Analysis Parameter Variables for BDS Datasets,Num,Cond,BASE,Baseline Value,,float,12,10,BASE,,5.1,,No,,"If AVISITN >=2  or ABLFL=""Y"" then BASE = AVAL of the record with ABLFL=""Y"" within the subject and parameter",MT.ADVS.BASE,,,,Derived,,,
119,ADWGHBMI,Analysis Parameter Variables for BDS Datasets,Num,Perm,CHG,Change from Baseline,,float,12,10,CHG,,4.1,,No,,AVAL - BASE,MT.ADVS.CHG,,,,Derived,,,
152,ADWGHBMI,Toxicity and Range Variables for BDS Datasets,Char,Perm,ANRIND,Analysis Reference Range Indicator,,text,6,,ANRIND,Reference Range Indicator,,,No,,"If ANRLO <= AVAL <=ANRHI then ANRIND = ""NORMAL"". Else if AVAL < ANRLO then ANRIND = ""LOW"". Else if AVAL > ANRHI then ANRIND = ""HIGH""",MT.ADVS.ANRIND,,,,Derived,,,Normal@Low@High
154,ADWGHBMI,Toxicity and Range Variables for BDS Datasets,Num,Perm,ANRLO,Analysis Normal Range Lower Limit,,integer,2,,ANRLO,,,,No,,See SAP section XX,,,,,Assigned,,,
156,ADWGHBMI,Toxicity and Range Variables for BDS Datasets,Num,Perm,ANRHI,Analysis Normal Range Upper Limit,,integer,2,,ANRHI,,,,No,,See SAP section YY,,,,,Assigned,,,
157,ADWGHBMI,Toxicity and Range Variables for BDS Datasets,Char,Perm,BNRIND,Baseline Reference Range Indicator,,text,6,,BNRIND,Reference Range Indicator,,,No,,Set to ANRIND of the baseline record identified by ABLFL,MT.ADVS.BNRIND,,,,Derived,,,
164,ADWGHBMI,Flag Variables for BDS Datasets,Char,Cond,ABLFL,Baseline Record Flag,,text,1,,ABLFL,No Yes Response - Y,,,No,,"Set to ""Y"" for the record with AVISIT=""Baseline"" and ARELTM closest to 0 within the subject and parameter",MT.ADVS.ABLFL,,,,Derived,,,Y
167,ADWGHBMI,Analysis Criterion y,Char,Perm,CRIT1,Analysis Criterion 1,,text,32,,CRIT1,Analysis Criterion 1 - ADWGHBMI,,,No,,"Set to ""PCI value (outside normal range)"" if ANRIND IN (""LOW"", ""HIGH"")",,,,,Assigned,,,PCI value (outside normal range or high decrease / increase)@PCI value (outside normal range)
168,ADWGHBMI,Criterion y Evaluation Result Flag,Char,Cond,CRIT1FL,Criterion 1 Evaluation Result Flag,,text,1,,CRIT1FL,No Yes Response - Y,,,No,,"Set to ""Y"" if ANRIND IN (""LOW"", ""HIGH"")",,,,,Derived,,,N@Y
169,ADWGHBMI,Datapoint Traceability Variables,Char,Perm,SRCDOM,Source Data,,text,8,,SRCDOM,,,,No,,,,,TRUE,,Assigned,,,
170,ADWGHBMI,Datapoint Traceability Variables,Char,Perm,SRCVAR,Source Variable,,text,8,,SRCVAR,,,,No,,,,,TRUE,,Assigned,,,
171,ADWGHBMI,Datapoint Traceability Variables,Num,Perm,SRCSEQ,Source Sequence Number,,integer,2,,SRCSEQ,,,,No,,,,,TRUE,,Assigned,,,
174,ADWGHBMI_not_used,SDTM Variable for Traceability,Num,,VSSEQ,Source Sequence Number,,integer,3,,VSSEQ,,,,No,,,,,,,Predecessor,VS.VSSEQ,,
175,ADWGHBMI_not_used,SDTM Variable for Traceability,Char,,VSSTRESC,Character Result/Finding in Std Format,,text,5,,VSSTRESC,,,,No,,,,,,,Predecessor,VS.VSSTRESC,,
176,ADWGHBMI_not_used,SDTM Variable for Traceability,Char,,VSSTRESU,Standard Units,,text,2,,VSSTRESU,VSRESU for Height and Weight,,,No,,,,,,,,,,
179,ADWGHBMI_not_used,SDTM Variable for Traceability,Char,,VSDTC,Date/Time of Measurements,,text,16,,VSDTC,,,,No,,,,,,,Predecessor,VS.VSDTC,,
53,Alternative way,Timing Variables for BDS Datasets (Sponsor-Defined),Num,,ARELTM1,Analysis Rel. Time 1 (From Start of Trt),,integer,,,,,,,,,If ADTM <= TRTEDTM then ARELTM1 = ADTM - TRTSDTM,,,,,Derived,,,
54,Alternative way,Timing Variables for BDS Datasets (Sponsor-Defined),Num,,ARELTM2,Analysis Rel. Time 2 (From End of Trt),,integer,,,,,,,,,If ADTM >= TRTEDTM then ARELTM2 = ADTM - TRTEDTM,,,,,Derived,,,
55,Alternative way,Timing Variables for BDS Datasets (Sponsor-Defined),Char,,ARELTM1U,Analysis Relative Time 1 (Unit),,text,,,,,,,,,HH:MM,,,,,Assigned,,,
56,Alternative way,Timing Variables for BDS Datasets (Sponsor-Defined),Char,,ARELTM2U,Analysis Relative Time 2 (Unit),,text,,,,,,,,,HH:MM,,,,,Assigned,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,
